"ID";"Reisender";"Titel";"Standort";"Stand";"Original";"Bearbeitungsvermerk";"Reisezeit";"KA";"KE";"Koordinaten";"Band"
514;"Bruyn, Corneille de= Bruin
";"Bruyn, Corneille de= Bruin
";"";5;1;0;;255;0;;0
515;Bryce, James;"Bryce, James: Transcaucasia and Arafat: being notes of a vacation tour in autumn of 1876. London 1877, x + 420p. , frontispiece and map. 
";UB Gött. Itin. I. 19;2;1;0;;18;18;;0
516;Buchon, Jean Alexandre;Buchon, Jean Alexandre: La Grèce continentale et la Morée. Voyage, séjour et études historiques en 1840 et 1841. Paris 1843, vii+567p.  ;Gen: GT 1334 (I, 348;1;1;2;;51;77;;0
517;Buchon, Jean Alexandre;"Buchon, Jean Alexandre: Voyage dans l'Eubée, les îles Ionniennes et  les Cyclades en 1841, hrsg. von J. Longnon. Paris 1911, lxiii+
294p. Portrait, publié pour la première fois avec une notice biographique et bibliographique par Jean Longnon. Préface de Maurice  Barrès. 
";UB Berl. Gesch 11976;2;1;0;;31;74;;0
518;Buchon, Jean Alexandre;"Buchon, Jean Alexandre: La Grèce, les Cyclades et les îles Ioniennes.  In: Revue de Paris, 1843. 
";UB Bonn;2;2;0;;42;77;;0
519;Bürchner, Ludwig;"Bürchner, Ludwig: Die Insel Leros. München 1898, 48p. , map. 
(= Wissentschaftliche Beilage zu dem Jahresbericht des kgl.  Theresien-Gymnasium). 
";MS UB BB 986-1898a;3;1;0;;68;68;;0
520;Bürchner, Ludwig;"Bürchner, Ludwig: Das ionische Samos. München 1896. 
";Inst. Alt. Epi. B I.;2;1;0;;59;62;;0
521;Bulmer, W. (Ed. );"Bulmer, W. (Ed. ): Antiquities of Ionia. 2 Bde. 1. Chapter 1-4, xiv+68p.  London 1821. 2. Chapter 5-7, xiv, 43p. London 1797. 
";BO Bib. Fu. 4w     ;1;1;4;;255;0;;0
522;Bulwer, Henri Lytton;"Bulwer, Henri Lytton: An autumn in Greece; comprising sketches of the character, customs, and scenery of the country, with a view of its present critical state, in letters... by H. Lytton Bulwer... To which is subjoined, ""Greece to the close of 1825"", by a resident with the Greeks, recently arrived. London 1826, 349p. 
";Gen: Ind. 318 (I, 14;1;1;1;;255;0;;0
523;Bunel, Louis;"Bunel, Louis: Jérusalem, la côte de Syrie et Constantinople en 1853.  Paris 1854. 
";Röhricht 2213     ;1;1;1;;18;18;;0
524;Buondelmonti, Cristoforo;"Buondelmonti, Cristoforo: Beschreibung Kretas, Handschrift 1417.  Gekürzte Fassung 1422; Liber insularum Archipelagi, Handschrift 1420 Gekürzte Fassung 1422. 
";Klenze;1;1;0;;87;97;;0
525;Buondelmonti, Christoforo;"Buondelmonti, Christoforo: Liber insularum Archipelagi. Deutsche Ausgabe. Berlin 1824. 
";Klenze;1;1;0;;255;0;;0
526;Buondelmonti, Christoforo;"Buondelmonti, Christoforo: Creta sacra sive de Episcopis utriusque ritus Graeci et Latini in insulae cretae, hrsg. von Fl. Cornelio,  Venedig 1755. Kurze Version: 1-18; lange Version: 77-109. 
";Vin               ;1;1;4;;18;18;;0
527;Buondelmonti, Christoforo;"Buondelmonti, Christoforo: Christoph Bondelmontii Florentini Liber Insularum Archipelagi, hrsg. von G. L. R. Sinner. Leipzig-Berlin 1824.  263p. 1 Karte. 
";UB Bochum SLB 1182;2;2;0;;18;97;;0
528;Buondelmonti, Christophe;"Buondelmonti, Christophe: Description des îles de l'Archipel, par Christophe Buondelmonti, florentin du XVe siècle. Version greque...  par un anonyme... , publiée d'après le manuscrit de Sérail,... avec une traduction en français suivie de la ""Descriptio insule Candie"" et de la ""Descriptio Cretae""... , hrsg. v. E. Legrand. ND Amsterdam 1974 (Paris 1897). xl+259p. 89 Karten. ";Kopie HILANG Ld 41;2;3;0;;18;97;;0
529;Burbury, John;"Burbury, John: A relation of a journey of the Right Honourable My Lord Henry Howard, from London to Vienna, and thence to Constantinople, in the company of his Exellency, Count Lesley... Extraordinary Ambassador from Leopoldus Emperour of Germany to the Grand
Seignior, Sultan Mahomet Han the Fourth. London 1671, (vi)+225p.  ";MS Eng. Sem. ;1;1;0;;18;18;;0
530;Burchardus de Monte Sion;"Burchardus de Monte Sion: Descriptio Terrae Sanctae, hrsg. v. Laurent,  in: Peregrinatores medii aevi quatuor. Leipzig 1864. 
";Piloti;1;1;0;;255;0;;0
531;Burford, Robert;"Burford, Robert: Description of a view of Constantinople with its European and Asiatic suburbs, and a great extent of surrounding country; now exhibiting at the Panorama Royal, Leicester Square,  painted by the proprietor, Robert Burford, assisted by H. C. Selous,  from drawings taken on the spot, by William J. Smith. London 1846,  16p. , folding plan. 
";Gen: GT 1881(I, 1148;1;1;0;;18;18;;0
532;Burford, Robert;"Burford, Robert: Description of a view of Athens and the surrounding country, now exhibiting at the Panorama, Leicester Square, painted by the proprietor, Robert Burford, assisted by H. C. Selous, from drawings taken on the spot, in 1845, by George Knowles, Esq. London 1845, 16p. ,  folding plan. 
";Gen: GT 1881 (I, 114;1;1;1;;55;58;;0
533;Burford, Robert;"Burford, Robert: Description of a view of the city of Constantinople with its European and Asiatic suburbs, now exhibiting at the Panorama Strand; painted by the proprietor, Robert Burford, from drawings taken on the spot, by Henry Aston Barker. London 1830, 12p. ,  folding plan. 
";Gen: GT 1881(I, 1117;1;1;0;;18;18;;0
534;Burford, Robert;"Burford, Robert: Description of a view of the city of Constantinople with its European and Asiatic suburbs, now exhibiting at the Panorama Strand. Painted by proprietor, Robert Burford, from drawings taken on the spot by Henry Ashton Barker, Esqu. London 1829. 
";Sym.              ;1;1;5;;18;18;;0
535;Burgess, Richard;Burgess, Richard: Greece and the Levant, or diary of a summer's excursion in 1834, with a epistolary suppliant. 2 Bde. London 1835.  ;Bibl. Heidelberg;2;1;0;;255;0;;0
536;Burgess, Richard;"Burgess, Richard: Greece and the Levant, or diary of a summer's exkursion in 1834, with an epistolary suppliant. 1. Bd. London 1835,  Xii+312p. 
";Bibl. Heidelberg;2;1;0;;31;67;;1
537;Burgess, Richard;"Burgess, Richard: Greece and the Levant, or diary of a summer's exkursion in 1834, with an epistolary suppliant. 2. Bd. London 1835,  vii+311p. 
";Bibl. Heidelberg;2;1;0;;18;71;;2
538;Burgo, Giovanni Battista de;"Burgo, Giovanni Battista de: Viaggio di cinque  anni in Asia, Africa,  &Europa del Turco di D Gio. Battista de Burgo, Abbate Clarense... con la distinta descrittione delle forze, fortezze di detti paesi, tanto in terra ferma, come anche di tutti i porti di mare, e di tutte le isole; con la descrittione di Gierusalem, Gran Cairo, Alessandria,  Constantinopoli,.. 3 Bde. Milano 1686, xxxiv+548p. , +503p. , xiv+571p.  ";Gen: GT 557 (II, 393;1;1;2;;18;18;;0
539;Burnaby, Fred;"Burnaby, Fred: On horseback through Asia Minor. 2 Bde. London 1877.  With portrait and maps. 
";UB 5: N461+a-1. 2;2;1;0;;255;0;;0
540;Burnaby, Fred;"Burnaby, Fred: On horseback through Asia Minor. Bd. 1. London 1877,  xiii+352. 1Karte. 
";UB 5;2;1;0;;21;25;;1
541;Burnaby, Fred;"Burnaby, Fred: On horseback through Asia Minor. Bd. 2. London 1877,  xx+399. 2 Karten. 
";UB 5;2;1;0;;18;98;;2
542;Burnouf, Émile;"Burnouf, Émile: D'Athènes à Corinthe. In: Nouvelles annales des  voyages, Mars 1856. Paris 1856, 51p. map. 
";Kopie HilanG Fr. ;3;1;0;;55;58;;0
543;Burns, J.;"Burns, J.: Help book for travallers to the East, including Egypt, Palestine, Turkey, Greece and Italy. London 1870, iv+224 p. , 
mit 4 Karten. 
";UB Bonn N 89/ 160;4;1;0;;255;0;;0
544;Burr, Mrs.;"Burr, Mrs.: Mrs. Burr's sketches: twelve tinted lithograph plates of fourteen views in Egypt, Jerusalem, Constantinople(1), Athens(1) and in Spain, without title-page, and with only 1 leaf of explanation of the views. Apparently not published. (1840? ). o. O. o. J. 
";Gen: GT 1861 (I, 113;1;1;0;;18;58;;0
545;Burr, Mrs.;"Burr, Mrs.: Another set of the same twelve plates, highly colored and laid down on heavy cardboard with the leaf of explanation of the views, in a portfolio. o. O. o. J. 
";Gen: GT 1862 (I, 113;1;1;0;;18;58;;0
546;Bursian, Conrad;"Bursian, Conrad: Geographie von Griechenland. 2 Bde. Leipzig 1862,  ND Hildelsheim. 
";MS UB 48 Okt 11476;2;1;0;;255;0;;0
547;Bursian, Conrad;"Bursian, Conrad: Geographie von Griechenland. 1. Bd. Leipzig 1862, VIII +384p+VI Tafeln. 
";MS UB 48 Okt 11476;2;1;0;;29;61;;1
548;Bursian, Conrad;"Bursian, Conrad: Geographie von Griechenland. 2. Bd. Leipzig 1862, VIII +384p+VI Tafeln. 
";MS UB 48 Okt 11476;2;1;0;;31;94;;2
549;Bursian, K;"Bursian, K: Mittheilungen zur Topographie von Boeotien und Euboia.  In: Ber. Sächs. Gesell. d. Wiss. 1859
";"";1;1;0;;42;58;;0
550;Burton, Albert de;"Burton, Albert de: Ten months tour in the East: being a guide to all in Turkey, in Europe, Greece, Asia Minor, Palestine, Egypt and the  Nile. London 1870. 
";Röhricht 3095     ;1;1;1;;255;0;;0
551;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Augerii Gislenii Busbequeii Omnia  quae extant. Lugd. Batavorum 1633, 575p. 
";MS UB 1 E 284;2;1;0;;18;98;;0
552;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: A. Gisleenii Busbequii omnia quae extant. Amstelodami 1660, 575p. , index, engraved titel-page. 
";Gen: BG 107 (II, 176;2;1;0;;18;98;;0
553;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Augerii Gisleenii Busbequii D. legationis Turc. epistolae IV, eiusdem De re militari contra Turcam consilium & Solimanni Turc. Imp. legatio ad Ferd. I. Imp. Rom. in quibus  mores et res a Turcis per septennium gestae; a Raphaele Sadelero  imaginibus exornata et venum proposita. Monaci 1620, 541p. index,  Printer's mark and several engravings. 
";Gen: BG 105 (II, 175;2;1;0;;18;98;;0
554;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Augerii Gislenii Busbequii D. legationis Turcicae epistolae quatuor, quarum priores duae ante aliquot annos in lucem prodierunt sub nomine Constantinopolitani & Amasiani. Adiectae sunt duae alterae. Eiusdem de re militari contra Turcam instituenda consilium. Parisiis 1595, 186 leaves. 
";Gen: BG 104 (II, 174;2;1;0;;18;98;;0
555;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: De legationibus Augerii Gislenii  Busbequii in Turciam a Ferdinando I Austriaco ad Suleimannum missi (1554-1562). Thesim Facultati litterarum in Universitate Pariensi proponebat L. Peytraud. Parisiis 1897, viii+74p. 
";Gen: BG 114 (II, 188;2;1;0;;18;98;;0
556;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Augerii Gislenii Busbequii omnia  quae extant. Pestini 1758, xxvi+348p. index. 
";Gen: BG 108 (II, 178;2;1;0;;18;98;;0
557;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Augerii Gislenii Busbequii Omnia quae extant: I. Legationis Turciae epistolae quatuor. II. Exclamatio  sive De re militari contra Turcam instituenda consilium. III. Solimanni Turcarum Imp. legatio ad Ferdinandum Roman. Caesarem an  MDLXII. IV.. Imp. epistolae LIII. Praemissa est vita auctoris. Summa  cum fide ac diligentia... Basileae 1740, viii+556p. 
";Gen: BG 107. 1(II, 1;2;1;0;;18;98;;0
558;Busbeck, Augerius Gislenius von;Busbeck, Augerius Gislenius von: Itinera Constantinopolitanum et  Amasianum ab Augerio Gislenio Busbequii, &c. D. ad Solimannum Turcarum Imperatorem C. M. oratore confecta. Eiusdem Busbequii De acie  contra Turcam instruenda consilium. 1. Aufl. Antverpiae 1581, 167p.  ;Gen: BG 103 (II, 173;1;2;0;;255;0;;0
559;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Den Kaizarlijkken Gezant, Aug. Gisleen Busbeequ, aan den grooten Soliman. Vertaald door Adriaan van  Nispen. Dordregt 1652, 471p. , index, engraved frontispiece, portrait  and 4 plates. 
";Gen: BG 106 (II, 179;1;3;0;;255;0;;0
560;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Lettres du Baron de Busbec, Ambassadeur de Ferdinand I. , Roy de Romains, de Hongrie &c. auprès de Soliman II, Empereur des Turcs... traduites en françois avec des notes  historiques & géographiques, par M l'Abbé de Foy. 3 Bde. Paris 1748,  xxx+263, 433 and 348p. 
";Gen: BG 110 (II, 183;1;3;0;;255;0;;0
561;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Travels into Turkey: containing the most accurate account of the Turks and neighboring nations, their manners, customs, religion, superstition, policy, riches, coins &c.  Translated from the origional Latin of the learned A. G. Busbequius,  with memoirs of the life of the illustrious author. London 1744, vi+ 290p. 
";Gen: BG 112 (II, 182;1;3;0;;255;0;;0
562;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Busbeeks Erlebnisse in der Türkei in den Jahren 1553-1562, nach seinen Briefen dargestellt. Von A.  Viertel. Beilage zum Jahresbericht des Königl. Gymnasiums zu Göttingen 1902, Göttingen 1902, 41p. 
";Gen: BG 114(II, 186);1;3;0;;255;0;;0
563;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Turksche brieven. In: Het leven von Ogier Ghislaun de Busbecq, hrsg. v. A. H. Huussen. Leiden 1949, 316p.  1 Karte. 
";MS UB 52: 4252;2;3;0;;18;98;;0
564;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: The four episteles of A. G. Busbequius concerning his embassy into Turkey, being remarks upon the  religion, customs, riches, strength and government of that people; as  also a description of their chief cities, and places of trade and  commerce; to which is added, his advice how to manage war against  the Turks. Done into English. London 1694, vi+420p. 
";Gen: BG 111 (II, 181;2;3;0;;18;98;;0
565;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Vier Sendschreiben der Türkischen Bottschaft, welche von dem Röm. Keyser Ferdinand dem I. an Solimann,  damaligen Türkischen Keyser ihm aufgtragen worden; darinnen viel politische Lehren... denen beygefüget eine Beschreibung seiner absonderlichen Reis von Constantinopel nach Amasien... alles aus dem Lateinischen geteutschet mit schönen Kupfern, Karte... Nürnberg 1664 ";Gen: BG 109 (II, 180;2;3;0;;18;98;;0
566;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Vier Briefe aus der Türkei. Aus dem Latein. übertr. u. eingel. , mit Anm. versehen von Wolfram von den Steinen. Erlangen 1926, 229p. und 20 Wiedergaben zeitgenöss. 
Holzschnitte u. Kupfer. (= Der Weltkreis Bd. 2)
";Sym. ;2;3;0;;18;98;;0
567;Busbeck, Augerius Gislenius von;"Busbeck, Augerius Gislenius von: Omnia Quae extant opera. Einl. von  Rudolf Neck. Graz 1968. 
";Osteurop. Ge. 14l12;2;1;0;;18;98;;0
568;Busbeck, Augerius Gislenius von;Busbeck, Augerius Gislenius von: The turkish letters of Ogier  Ghiselin de Busbecq. Transl. from the Latin of the edition of 1633  by Edward Seymour Foster. Reprint: Oxford 1968, xvi+26p. , 1 map.  ;Indogerm. Sem. ;1;3;0;;255;0;;0
569;Busch, Moritz;Busch, Moritz: Die Türkei. Reisehandbuch für Rumelien, die untere Donau, Anatolien, Palästina, Rhodus and Cypern. Triest 1860, xxxv+286p.  ;Röhricht 2595;2;2;0;;18;99;;0
570;Busch, Moritz;"Busch, Moritz: Bilder aus dem Orient. Nach der Natur gezeichnet von A. Löffler und mit beschreibendem Text begleitet von Moritz Busch.  Triest 1863-64, 108p. 
";MSEv. th. Sem AT 213;2;2;0;;49;52;;0
571;Busch, Moritz;"Busch, Moritz: Griechenland. Reisehandbuch für Griechenland mit Einschluß Thessaliens, Albaniens, der Inseln des Archipelagus und der jonischen Republik. Triest 1859. 
";Kopie Hilang;2;2;0;;32;74;;0
572;Busch, Moritz;"Busch, Moritz: L'Oriente pittoresco... ed. Francesco Pastrello. Triest 1870. 
";Röhricht 25957;1;3;0;;255;0;;0
573;Busch, Moritz;"Busch, Moritz: L'Orient pittoresque. Triest 1865. 
";Röhricht 25957    ;1;3;1;;255;0;;0
574;Buttmann, M.;"Buttmann, M.: Recherches sur le Volcan d'île de Lemnos, traduit par.  M. Depping. In: Annales des voyages, de la géographie et l'histoire,  hrsg. von Malte-Brun. VI. Bd. Paris 1809, 54-59. 
";UB Berlin;2;3;0;;33;33;;0
575;Bybilakis, E.;"Bybilakis, E.: Neugriechisches Leben. Berlin 1840. 
";Sym. ;4;1;0;;255;0;;0
576;Byern, E. v.;"Byern, E. v.: Bilder aus Griechenland und der Levante. Mit einem Vorwort von Aug. Zeune. Berlin 1833, 173p. 
";St. Bibl. Köln GG221;2;1;0;;52;70;;0
577;Cabrol, Élie;"Cabrol, Élie: Voyage en Grèce, 1889; notes et impressions par Élie Cabrol. Paris 1890, 156p. , 
Vingt et une planches en heliogravures tires hors texte et cinq  plans lithoraphies. 29 Fotos. 5 Pläne. 
";Kopie HILANG;2;1;0;;55;61;;0
578;Callier, Camille;"Callier, Camille: Voyages en Asie Mineure, en Syrie, en Palestine et en Arabie-Petrée. In: Bulletin de la Societé de Géographie 1835/ 3,  1. Halbbd. , 5-22. 
";Röhricht 1763;4;1;0;;255;0;;0
579;Cambon, Victor;"Cambon, Victor: Autour des Balkans par Victor Cambon. Paris 1890,  345p. 
";Gen: GT 1258 (I, 926;1;1;1;;31;38;;0
580;Cammerer, Anselm Andreas Caspari;Cammerer, Anselm Andreas Caspari: Historisch-statistisch-topographische Beschreibung des Königreiches Griechenland nach dem gegenwärtigen Bestande. (Mit 2 Stahlstichen mit dem Bild des Königs Otto und der Ansicht von Athen, nebst einer Charte von Griechenland).  ;MS HistVer AZ 80;2;1;0;;45;71;;0
581;Camp, Maxime du;"Camp, Maxime du: Souvenirs et paysages d'Orient: Smyrne, Ephèse, Magnésie, Constantinople, Scio. Paris 1848, vi+380p. 
";Stbibl. Berlin;2;1;0;;18;65;;0
582;Campion, Gasper;"Campion, Gasper: Discourse of the trade to Chio in the yeere 1569,  made by Gasper Campion. unto master Michael Locke and unto master William Winter, as by his letters unto them both shall appear.  London 1885. 
";Sym.              ;1;1;4;;49;55;;0
583;Camus, E. le;"Camus, E. le: Pays Bibliques. Paris 1891? 
";Camus;1;1;0;;255;0;;0
584;Camus, E. le;"Camus, E. le: Voyage aux sept églises de l'Apocalypse par l'Abbé É.  Le Camus. Paris 1896, ii + 313p. , numerous illustrations in the text.  map. 
";Kopie Hilang Ld30;2;1;0;;17;61;;0
585;Fresne-Canaye, Philippe du;"Fresne-Canaye, Philippe du: Le voyage du Levant de Philippe du Fresne-Canay, publié et annoté par M. H. Hauser. Paris 1897. 
";Sym. ;1;1;0;;18;18;;0
586;Canonico, Giovanni Tomassi;"Canonico, Giovanni Tomassi: Un Viaggio da Rieti a Constantinopli alla Siria all'Egitto di Giovanni Tomassi Canonico... Volume unico.  Rieti 1857, vii + 329p. 
";Gen: GT 1139 (I, 546;1;1;1;;18;18;;0
587;Carlisle, Earl of;"Carlisle, Earl of: Diary in Turkish and Greek waters. 
4. Aufl. London 1854, xi+353p. 
Und: 5. Aufl. London 1855. 
";Kopie HILANG Ld28;2;1;0;;18;85;;0
588;Carlyle, J. D.;"Carlyle, J. D.: Poems, suggested chiefly by scenes in Asia Minor, Syria and Greece, with prefaces extracted from the authors journal; embellished with two views of the source of the Scamander and the aqueduct over the Simois. London 1805, xix + 149p. , 2 engravings.  ";Gen: GT 1453 (I, 4) ;1;1;1;;255;0;;0
589;Carlyle, J. D.;"Carlyle, J. D.: Letters from the late Professor Carlyle. In: Memoirs relating to European and Asiatic Turkey, edited from manuscript Journals, hrsg. von Robert Walpole. London 1817, xxii+606p. 
";UB Freiburg J 5872, ;2;1;0;;18;99;;0
590;Carnavon, Earl of;"Carnavon, Earl of: Reminiscences of Athens and the Morea. Extracts from a journal of travels in Greece in 1839. Edited by his Son, the present Earl. London 1869, xxix + 230p. , map. 
";Gen: GT 1331 (I, 683;4;1;0;;255;0;;0
591;Carne, John;"Carne, John: Syria, the Holy Land, Asia Minor, etc. , illustrated,  in a series of views drawn from nature by W. H. Bartlett, William Purser, etc. With descriptions of the plates by John Carne. London 1836-38. In three parts, paged separately, 121 engraved plates,  engraved title-page, map. 
";Gen: GT 1845 (I, 112;1;1;2;;255;0;;0
